Z60W Data File: Version 1.1







0,2,0,1,0.1,100000
78
1115.5999999999997,0,0,0,11650491.478398489,-6134813.551507837,0,0,0
1396.8000000000002,0,0,0,10924292.861725891,-6386199.297801842,0,0,0
1748.8999999999996,0,0,0,9835583.906472387,-6802864.853776046,0,0,0
2189.7,0,0,0,8760196.832031216,-6938268.981818899,0,0,0
2741.6999999999985,0,0,0,7388069.041674366,-6981666.05012391,0,0,0
3432.7000000000003,0,0,0,6013832.1620167745,-6702525.473811543,0,0,0
4298.000000000002,0,0,0,4802775.610780967,-6136227.319981514,0,0,0
5381.300000000001,0,0,0,3790826.0511495406,-5532218.254003178,0,0,0
6737.700000000001,0,0,0,2939060.396461052,-4816844.119955949,0,0,0
8436.000000000004,0,0,0,2316512.124350854,-4146609.653407889,0,0,0
10561.999999999989,0,0,0,1845939.5626084432,-3521968.780553988,0,0,0
13225.000000000007,0,0,0,1510816.6579097381,-2966424.4514537104,0,0,0
16558.000000000015,0,0,0,1248759.667162236,-2480724.608590978,0,0,0
20732.000000000015,0,0,0,1066601.415907336,-2078057.520759343,0,0,0
25957.000000000007,0,0,0,936888.949225679,-1743635.1272037402,0,0,0
32500.000000000004,0,0,0,791871.7380346651,-1347556.362643863,0,0,0
40692.00000000002,0,0,0,756952.1325635763,-1106328.937977966,0,0,0
50948.00000000003,0,0,0,706779.8755158745,-1090844.7403575657,0,0,0
63790.000000000044,0,0,0,709936.6204922771,-1056895.5647953134,0,0,0
79868.99999999993,0,0,0,720700.5914961125,-1327365.3669646324,0,0,0
100000.0,0,0,0,746472.4295022305,-1212899.234064,0,0,0
79868.99999999993,0,0,0,1051517.260897821,-1076025.8826041052,0,0,0
63790.000000000044,0,0,0,771139.3220906775,-1006058.5996479184,0,0,0
50948.00000000003,0,0,0,732424.0272314305,-1080566.6126315827,0,0,0
40692.00000000002,0,0,0,662262.7986542162,-1106560.5024212121,0,0,0
32500.000000000004,0,0,0,835717.6710482355,-1547563.702823801,0,0,0
25957.000000000007,0,0,0,937010.4625423434,-1744591.4946159127,0,0,0
20732.000000000015,0,0,0,1063964.7697759091,-2076487.7097338422,0,0,0
16558.000000000015,0,0,0,1247238.0426685663,-2484175.7898587375,0,0,0
13225.000000000007,0,0,0,1506195.3189604026,-2966306.4408691446,0,0,0
10561.999999999989,0,0,0,1846750.769488812,-3520527.2112841965,0,0,0
8436.000000000004,0,0,0,2312009.0916603887,-4169258.5336099877,0,0,0
6737.700000000001,0,0,0,2949852.3335549748,-4832633.904013449,0,0,0
5381.300000000001,0,0,0,3795935.365594794,-5529320.239435108,0,0,0
4298.000000000002,0,0,0,4889629.209616666,-6160336.938225335,0,0,0
3432.7000000000003,0,0,0,5987470.311866449,-6812995.910355288,0,0,0
2741.6999999999985,0,0,0,7399736.433210064,-6934247.018892795,0,0,0
2189.7,0,0,0,8758985.742230719,-6939797.818913673,0,0,0
1748.8999999999996,0,0,0,9933289.93765176,-6932136.756768888,0,0,0
1396.8000000000002,0,0,0,10798285.851420265,-6483135.635710309,0,0,0
