sep=,
File.......:   - JUL;06.2018
System.....:  
Potential..:  1.000V
Current....:  65.4nA
Temperature:  0.0+-0.0C
Time.......:  09:14:34 - 09:20:51
Comment....:  
              
              
              
(area/cm^2):  
               
Impedance samples
Lines:   78
Columns: 5
Number,Frequency/Hz,impedance/Ohm,Phase/deg,Significance,Time/s
1,1.1156e+03,1.4453e+04,-50.07,1.000,0.0
2,1.3968e+03,1.2759e+04,-45.86,1.000,1.8
3,1.7489e+03,1.1429e+04,-41.58,1.000,2.3
4,2.1897e+03,1.0389e+04,-37.30,0.999,2.8
5,2.7417e+03,9.5740e+03,-33.20,1.000,3.3
6,3.4327e+03,8.9348e+03,-29.36,0.999,3.8
7,4.2980e+03,8.4329e+03,-25.73,0.999,4.3
8,5.3813e+03,8.0305e+03,-22.52,1.000,4.8
9,6.7377e+03,7.7055e+03,-19.64,1.000,5.3
10,8.4360e+03,7.4388e+03,-17.09,1.000,5.8
11,1.0562e+04,7.2172e+03,-14.80,1.000,6.3
12,1.3225e+04,7.0310e+03,-12.74,1.000,6.7
13,1.6558e+04,6.8732e+03,-10.88,1.000,7.2
14,2.0732e+04,6.7400e+03,-9.16,1.000,7.7
15,2.5957e+04,6.6299e+03,-7.53,1.000,8.2
16,3.2500e+04,6.5464e+03,-5.99,1.000,8.7
17,4.0692e+04,6.4807e+03,-4.43,1.000,9.2
18,5.0948e+04,6.4440e+03,-2.93,1.000,9.7
19,6.3790e+04,6.4426e+03,-1.49,1.000,10.2
20,7.9869e+04,6.4786e+03,-0.11,1.000,10.7
21,1.0000e+05,6.5580e+03,1.16,1.000,11.2
22,7.9869e+04,6.4777e+03,-0.08,1.000,11.6
23,6.3790e+04,6.4384e+03,-1.47,1.000,12.2
24,5.0948e+04,6.4441e+03,-2.95,1.000,12.6
25,4.0692e+04,6.4776e+03,-4.43,1.000,13.1
26,3.2500e+04,6.5434e+03,-5.97,1.000,13.6
27,2.5957e+04,6.6293e+03,-7.52,1.000,14.1
28,2.0732e+04,6.7385e+03,-9.15,1.000,14.6
29,1.6558e+04,6.8717e+03,-10.86,1.000,15.1
30,1.3225e+04,7.0287e+03,-12.71,1.000,15.6
31,1.0562e+04,7.2140e+03,-14.76,1.000,16.1
32,8.4360e+03,7.4346e+03,-17.04,1.000,16.6
33,6.7377e+03,7.6998e+03,-19.58,1.000,17.1
34,5.3813e+03,8.0222e+03,-22.45,1.000,17.5
35,4.2980e+03,8.4212e+03,-25.65,1.000,18.0
36,3.4327e+03,8.9183e+03,-29.26,1.000,18.5
37,2.7417e+03,9.5512e+03,-33.10,1.000,19.0
38,2.1897e+03,1.0358e+04,-37.19,1.000,19.5
39,1.7489e+03,1.1387e+04,-41.47,0.999,20.0
40,1.3968e+03,1.2704e+04,-45.77,1.000,20.5
41,1.1156e+03,1.4382e+04,-50.00,1.000,21.0
42,8.9104e+02,1.6506e+04,-54.07,0.999,21.4
43,7.1166e+02,1.9182e+04,-57.82,0.999,21.9
44,5.6839e+02,2.2539e+04,-61.21,0.999,22.4
45,4.5397e+02,2.6738e+04,-64.15,0.999,22.9
46,3.6258e+02,3.1921e+04,-66.77,1.000,23.4
47,2.8959e+02,3.8330e+04,-69.05,0.999,23.9
48,2.3129e+02,4.6245e+04,-70.92,1.000,24.4
49,1.8473e+02,5.5993e+04,-72.51,1.000,24.9
50,1.4754e+02,6.8016e+04,-73.81,1.000,25.3
51,1.1784e+02,8.2758e+04,-74.64,1.000,26.2
52,9.4115e+01,1.0090e+05,-75.49,1.000,27.0
53,7.5168e+01,1.2307e+05,-76.20,0.999,27.6
54,5.9720e+01,1.5064e+05,-76.64,1.000,29.0
55,4.7292e+01,1.8499e+05,-77.20,1.000,30.9
56,3.7327e+01,2.2880e+05,-77.00,0.999,32.2
57,2.9364e+01,2.8274e+05,-77.12,0.999,33.7
58,2.3024e+01,3.5073e+05,-76.78,0.999,35.3
59,1.7994e+01,4.3598e+05,-76.24,0.999,37.2
60,1.4016e+01,5.4237e+05,-75.60,1.000,39.2
61,1.0883e+01,6.7586e+05,-74.69,0.999,41.6
62,8.4230e+00,8.4115e+05,-73.34,1.000,44.7
63,6.4987e+00,1.0470e+06,-71.87,0.999,48.3
64,4.9988e+00,1.3008e+06,-70.28,0.999,52.0
65,3.8337e+00,1.6118e+06,-68.36,0.999,56.4
66,2.9318e+00,1.9882e+06,-66.14,0.999,61.5
67,2.2359e+00,2.4422e+06,-63.59,1.000,67.9
68,1.7008e+00,2.9739e+06,-60.76,1.000,76.9
69,1.2907e+00,3.6096e+06,-57.74,1.000,86.5
70,9.7721e-01,4.3441e+06,-54.28,1.000,98.3
71,7.3838e-01,5.1569e+06,-50.69,0.999,113.3
72,5.5689e-01,6.0639e+06,-46.86,1.000,130.7
73,4.1935e-01,7.0446e+06,-42.75,0.998,153.3
74,3.1534e-01,8.1199e+06,-38.34,0.999,180.6
75,2.3687e-01,9.1705e+06,-33.88,0.999,214.5
76,1.7778e-01,1.0106e+07,-28.98,0.999,252.8
77,1.3335e-01,1.0970e+07,-24.82,0.998,298.9
78,1.0000e-01,1.1735e+07,-20.76,0.998,355.4
