sep=,
File.......:  puo2_50eu_gbl_105 - JUL;03.2018

System.....:  PuO2_50Eu_gbl_1
Potential..:  0.250V
Current....:  378.49pA
Temperature:  0.0+-0.0C
Time.......:  12:31:59 - 12:38:00
Comment....:



(area/cm^2):  Main
potential..:   0.25 V
Impedance samples

Lines:   78
Columns: 5

Number,Frequency/Hz,impedance/Ohm,Phase/deg,Significance,Time/s
21,1.0000e+05,7.0183e+03,2.75,1.000,11.3
22,7.9869e+04,6.9166e+03,1.29,1.000,11.8
23,6.3790e+04,6.8637e+03,-0.33,1.000,12.3
24,5.0948e+04,6.8570e+03,-1.94,1.000,12.8
25,4.0692e+04,6.8804e+03,-3.63,0.998,13.2
26,3.2500e+04,6.9392e+03,-5.30,1.000,13.7
27,2.5957e+04,7.0231e+03,-7.04,1.000,14.2
28,2.0732e+04,7.1343e+03,-8.83,1.000,14.7
29,1.6558e+04,7.2725e+03,-10.70,1.000,15.2
30,1.3225e+04,7.4397e+03,-12.71,1.000,15.7
31,1.0562e+04,7.6429e+03,-14.91,1.000,16.2
32,8.4360e+03,7.8858e+03,-17.33,1.000,16.7
33,6.7377e+03,8.1816e+03,-19.98,0.999,17.2
34,5.3813e+03,8.5416e+03,-22.93,1.000,17.6
35,4.2980e+03,8.9863e+03,-26.18,0.999,18.1
36,3.4327e+03,9.5374e+03,-29.83,1.000,18.6
37,2.7417e+03,1.0232e+04,-33.67,0.999,19.1
38,2.1897e+03,1.1110e+04,-37.77,0.999,19.6
39,1.7489e+03,1.2226e+04,-42.06,0.999,20.1
40,1.3968e+03,1.3645e+04,-46.41,1.000,20.6
41,1.1156e+03,1.5451e+04,-50.73,0.999,21.1
42,8.9104e+02,1.7740e+04,-54.95,1.000,21.5
43,7.1166e+02,2.0642e+04,-58.88,0.999,22.0
44,5.6839e+02,2.4294e+04,-62.51,1.000,22.5
45,4.5397e+02,2.8872e+04,-65.73,0.999,23.0
46,3.6258e+02,3.4620e+04,-68.64,0.999,23.5
47,2.8959e+02,4.1772e+04,-71.20,0.999,24.0
48,2.3129e+02,5.0696e+04,-73.43,0.999,24.5
49,1.8473e+02,6.1756e+04,-75.36,1.000,25.0
50,1.4754e+02,7.5608e+04,-76.65,1.000,25.7
51,1.1784e+02,9.2635e+04,-78.10,1.000,26.5
52,9.4115e+01,1.1408e+05,-79.30,1.000,27.1
53,7.5168e+01,1.4043e+05,-80.39,0.999,27.7
54,5.9720e+01,1.7431e+05,-81.18,1.000,29.1
55,4.7292e+01,2.1534e+05,-81.95,0.999,31.0
56,3.7327e+01,2.7136e+05,-82.47,0.999,32.3
57,2.9364e+01,3.3809e+05,-82.83,0.999,33.8
58,2.3024e+01,4.2605e+05,-83.18,0.999,35.4
59,1.7994e+01,5.3828e+05,-83.47,0.999,37.3
60,1.4016e+01,6.8106e+05,-83.55,1.000,39.3
61,1.0883e+01,8.6571e+05,-83.29,0.999,42.1
62,8.4230e+00,1.1020e+06,-83.30,1.000,45.2
63,6.4987e+00,1.4079e+06,-83.09,0.998,48.3
64,4.9988e+00,1.8016e+06,-83.04,0.999,51.9
65,3.8337e+00,2.3120e+06,-82.86,0.999,56.2
66,2.9318e+00,2.9700e+06,-82.61,0.999,61.3
67,2.2359e+00,3.8284e+06,-82.31,0.999,67.4
68,1.7008e+00,4.9341e+06,-81.93,0.999,76.0
69,1.2907e+00,6.3983e+06,-81.56,0.999,85.3
70,9.7721e-01,8.3182e+06,-81.27,0.998,96.6
71,7.3838e-01,1.0549e+07,-80.59,0.999,114.0
72,5.5689e-01,1.3712e+07,-80.20,0.999,129.8
73,4.1935e-01,1.8313e+07,-79.91,0.999,156.1
74,3.1534e-01,2.3338e+07,-79.25,0.999,187.3
75,2.3687e-01,3.0410e+07,-78.73,0.999,217.5
76,1.7778e-01,3.9593e+07,-78.04,0.999,253.6
77,1.3335e-01,5.1623e+07,-77.21,0.999,296.1
78,1.0000e-01,6.7060e+07,-76.49,0.999,343.8

