3.049876719873882,4.6118719408282765,-29.86,20370.360931855943,35482.443426375205
3.2123740712006597,4.555263778314128,-33.13,19628.456042430087,30075.55667631756
3.3748949185669805,4.489043952762324,-36.33,18267.735713071772,24841.237024700727
3.537403484158008,4.412947490587364,-39.04,16300.219087444264,20100.38553613631
3.699915735833369,4.328664961441525,-40.61,13873.425940819212,16180.687521381917
3.862429556106009,4.23957473708321,-40.74,11330.26641792356,13154.063398770497
4.024936968037443,4.151093922785061,-39.14,8938.670115351919,10983.355478582786
4.187436109773708,4.068853493671498,-35.82,6857.851155670926,9501.652568193753
4.349957098719464,3.997809986242333,-31.19,5152.7278736479375,8511.517229620793
4.5124709312426505,3.9406857869329994,-25.69,3781.6096926250643,7861.115422931033
4.67498048645775,3.8991965081307596,-19.95,2705.2381351738036,7452.8105163086875
4.837487427772932,3.8723660824808754,-14.36,1848.594377704967,7220.723771667048
5.0,3.860619457981417,-9.35,1178.6344984071468,7158.316338997916
4.837487427772932,3.8724359965399846,-14.36,1848.891994058574,7221.886279519092
4.67498048645775,3.8991307723361985,-19.95,2704.8286952017766,7451.682527430503
4.5124709312426505,3.9410241930642695,-25.75,3792.793986192042,7863.275768934057
4.349957098719464,3.997949640594434,-31.19,5154.385082327161,8514.254684532476
4.187436109773708,4.06918692515191,-35.82,6863.118322457156,9508.950304421245
4.024936968037443,4.151400498035618,-39.14,8944.982289714853,10991.11153781489
3.862429556106009,4.2399498079087525,-40.73,11337.757857291655,13167.407594869286
3.699915735833369,4.3290519333599295,-40.58,13877.311524989438,16202.37988193078
3.537403484158008,4.413232686394517,-39.01,16300.393068594,20122.127169097523
3.3748949185669805,4.489339625857985,-36.29,18262.81813037433,24870.910918920334
3.2123740712006597,4.55546930427502,-33.1,19621.98956120945,30100.071206888984
3.049876719873882,4.611988688083979,-29.82,20351.054596375543,35506.19948424982
2.887364075597447,4.66032464388946,-26.87,20674.35864838171,40804.32505847982
2.7248572709794936,4.7026889681591335,-24.32,20768.711627892404,45954.82039261438
2.5623404557646046,4.740891417157966,-22.11,20726.446053629923,51017.5354460206
2.3998294166902236,4.776257948463677,-20.36,20784.25047181969,56006.81256172916
2.2373174841747963,4.80959337956935,-18.99,20990.12860240972,60994.34011655755
2.074816440645175,4.8419223116794505,-17.37,20745.621888127094,66321.03190146292
1.9123017850426116,4.8724825996607395,-16.19,20787.96478583671,71599.28530413423
1.746081250155099,4.902427182389981,-15.0,20673.947684699153,77156.2231523182
1.5708697052408207,4.9320727704507545,-13.35,19746.705533381486,83210.0298135863
1.3854811501692441,4.959313337769798,-11.62,18340.68684038668,89190.78682926206
1.1885066338181143,4.982953805394295,-9.34,15604.608948101042,94876.29303770697
0.978262710007445,5.001517376823505,-6.96,12160.050318005437,99610.51990760602
0.7526706188128078,5.01287938717129,-4.37,7849.049059114249,102710.5278385211
0.5091621835089704,5.014856420044506,-2.26,4080.652415759608,103399.51003685537
0.2446234284323502,5.008344629252689,-1.37,2437.2561759065356,101910.85998230515
-0.04484161307420639,4.999221916284527,-3.12,5432.993975213344,99673.03856843784
-0.36382314176685016,5.003934206173708,-8.47,14863.189644168531,99809.38680104935
-0.7175818291223526,5.0515383905153275,-17.13,33165.28698116671,107604.94291368243
-1.1111861019245368,5.172048034180255,-24.71,62122.78917532198,135002.5598463914
-1.547477575910521,5.349976499424472,-22.41,85342.5360334917,206953.9831541596
-2.0228802550862253,5.476309814106365,-10.37,53900.43480404773,294548.9037968646
-2.5228787452803374,5.5461229717652625,1.1,6750.972594274869,351595.1933246974
